0	44720884	37922591	32254911	41803906	41930560	45479467	43823608	39133977	33799732	41700142	56141365	44900503	43891490	36750215	40409734	33515578	42621841	38664667	52003591	44639205	51722625	47284334	44910326	47321729	57854108	52747828	42821305	41605369	40344937	35878744	36165215	38087300	38650714	37908358	49803976	41901255	51675131	44592662	39533085	44712652	44588159	51987273	46899544	47416392	43062272	44327577	59707052	57028473	43557585	45227612	57376315	47301501	47699764	43332844	44440647	45357820	51680231	55236425	46622277	51301370	44496523	41205563	54024942	62857554	36817752	38047702	38127668	38034060	38770855	36167469	40925217	40552640	38793573	51173824	40176355	40851212
44720884	0	32035391	34903353	47656870	46862168	46113525	47264006	46345133	47431158	46964614	51279375	48877165	48457248	48241095	48749970	48577088	50295501	53353249	57427763	52823583	55958817	54765326	56513912	57294829	59140246	57532178	65672615	64331979	58590485	56896806	61715527	62712168	57943474	58136312	53103574	49618269	53685067	51809038	51250961	49352626	49145871	56962345	54636848	54157746	55756906	54841805	60065544	58178837	52308089	52907596	57508523	56761857	56926604	55847998	56511451	57195528	57250551	59254893	53922279	56431428	54957629	55412329	56616542	61197442	52362974	50448058	56508544	56542514	50798857	49490753	49032189	49170354	49022773	49543958	48683661	48346800
37922591	32035391	0	21568372	38860023	39237577	41535718	38190717	36684518	38605167	40469313	46291630	38543778	38151157	42568254	43956821	40090773	42605650	45997224	51069834	45265180	49194330	47677701	48902347	49947678	52935849	50759057	59015440	56652168	52082254	48546561	52585488	54070669	49549811	49665091	46634857	41888726	47361672	44668883	44375260	41903199	41748876	50803318	47502953	46939795	48496433	47628008	54482277	52243668	44547694	45048411	51389590	49369490	49434761	48840905	49652596	49530601	50052542	52374636	46660092	49338215	47812836	48108608	50477509	55767439	44545947	42773407	49264157	49155463	43550666	42262208	39945458	40518877	39797724	43952247	39204808	38762511
32254911	34903353	21568372	0	36807657	37117941	40150804	37567231	34250098	33713377	38049887	47735886	37644782	36644181	38159390	40461759	34877043	40257406	40759362	48381452	41709548	46721964	44150609	43759773	45315934	51770055	48186735	52357034	50074830	46316232	41518237	44908968	46779301	43628297	43379193	44711281	38514790	45777140	41493227	39633088	39443295	39420410	48255992	43854363	43695377	42983769	43143472	53633029	51162066	41223332	41822349	50756100	45211882	45395845	44256497	45248510	44643459	47175744	50217928	43578858	46798519	43513296	42178116	48818471	55882977	39141099	37865441	43120963	43101931	39348672	37310444	37516732	38429113	36839290	44863009	36725248	36566387
41803906	47656870	38860023	36807657	0	20196038	24517085	20525268	20475175	23586574	24455526	31169149	25506079	25204156	43534981	45360714	39801542	42762957	45053267	49034713	43496849	47860597	45591504	46819680	47895077	52129400	49216558	55611151	52652301	49467979	44616010	46496401	49064912	45270642	45200698	47095332	41856821	48255129	44496118	44977585	44123794	44172629	48249783	44892672	44761090	45200770	44826343	52624858	50454463	42955233	43839632	51419161	46575533	46552430	46238058	47324387	46751294	47867781	50541329	44506109	47761574	45276957	44951997	48466778	54627414	44303918	43264798	48315358	48134708	44647469	42977919	30834677	32951960	31738677	36130572	31835781	31275868
41930560	46862168	39237577	37117941	20196038	0	22389263	21397998	21113063	24635426	21518598	30513853	27705253	26753894	42444857	44044956	40217386	43471719	45271605	48656213	43606909	47767117	45094568	45936412	46987275	51821820	48750502	55411431	53132073	49077169	45126784	48629101	50350120	46319838	46333436	46822246	41800941	48027379	43813622	43530777	43718988	43795081	47956965	44700796	44742246	44061600	43693765	52289476	50328569	43168611	44241288	51161717	46347043	46354476	45128462	46489613	45595590	47057839	49802225	44907477	48206056	43780117	43646135	48064950	54483052	45086708	43936090	48229928	48360504	44781023	42867381	32437071	33320764	32804609	36996014	32185405	31608970
45479467	46113525	41535718	40150804	24517085	22389263	0	24892391	25303650	29215865	25390845	28661218	31336158	30612975	44650130	45852039	43731653	46460248	48439998	49388462	45271630	48748496	46412349	48231371	49017440	52075649	49557547	58916934	56996728	52019092	48811871	53229616	54662761	50127593	50203837	47722497	43772662	48887268	45182001	45822552	45194269	45277014	48498490	45927551	46074731	46230019	45815918	52275393	50603700	45279922	46368929	51555264	47782360	47858347	46743919	48076682	47863017	48016484	50413058	46430974	49355063	45814802	46083440	48421483	54236089	48351555	46840049	51280279	51606279	47550178	45668836	35877386	36919059	36923224	36867801	35535870	34949349
43823608	47264006	38190717	37567231	20525268	21397998	24892391	0	19324365	25717218	24882294	29450567	23740067	23421994	44700199	46245502	41685838	44498067	47366385	50072973	44619275	48357049	46672570	48260128	49284077	52123190	49944888	57656145	55205419	51040109	47102880	50605795	52421218	47940216	48097174	47690104	42843655	48403247	45297394	46130781	44328898	44171307	49335037	46114416	45685042	47156634	46268207	52968894	50756597	44420845	44935752	51667693	47765977	47760612	47318816	48284589	48130256	48377839	50742045	45593703	48240444	46441187	46764869	49040522	54446912	46196552	45036678	50043892	49947474	45597477	44128647	31210727	32790904	32207653	34693878	30643421	29806476
39133977	46345133	36684518	34250098	20475175	21113063	25303650	19324365	0	22525713	24247455	32149826	23807260	23132925	40795942	42972405	37396707	42038282	43322862	48117470	41805512	46479216	44091401	44614971	45962954	51118123	47971143	52533952	50182364	46401642	42019837	45364574	47168437	43498931	43434289	45920901	39976982	46812632	42588283	42378802	41903259	41837498	47526150	43453361	43247013	43416817	43042378	52331443	49898740	41668542	42245095	50889472	44739936	44804787	43765455	44729772	44612035	46294470	49074156	43144384	46106527	43295220	42687232	47839863	54386487	41928051	41157593	45255793	45257279	41783782	40040822	29757058	31197399	29997530	35588265	28898954	28407495
33799732	47431158	38605167	33713377	23586574	24635426	29215865	25717218	22525713	0	23598192	36241751	25886281	24829702	37558941	40368660	33947444	40388829	38993149	46789931	40288151	46317755	42482812	41559004	43430989	51871684	47363166	46637197	44410003	42140155	37079984	38601719	40835368	39045110	38590938	45461266	38524203	46881263	40913156	38785815	41524984	41615793	46687137	42108632	42531160	39802754	40466827	53214882	50738325	39588029	40825340	51420085	43036243	43288818	40646042	41999859	41728400	46036035	49437483	42135719	46469872	40711113	38584377	47970226	56149988	38055592	38151722	40495430	40526588	39439083	36953309	27112321	28895688	27165163	36723352	27173115	27384936
